Name,Country,Email
Nedaye Asemani Zangan Institute,Iran (Islamic Republic of),  
Needle Exchange Services Trust,New Zealand,  
Needy Kids Foundation,Ghana,  
Neighbourhood Environment Watch Foundation (NEW),Nigeria,  
"NEJAT Center (Social Development, Drug Rehabilitation and Medical Services)",Afghanistan,  
NEJAT Drug Rehabilitation Programme,Pakistan,  
Nénuphar: Association Sénégalaise de Lutte contre la Toxicomanie Féminine,Senegal,  
Nepal Anti-Addiction Society,Nepal,  
Nepal Anti-Addiction Society Women Group,Nepal,  
Nepal Association of Drug Prevention (NEADAP),Nepal,  
Nepalese NGO Centre for International Coordination,Nepal,  
"NET Training Institute, Inc.",United States of America,  
Netherlands Helsinki Committee (NHC),Netherlands,  
Network Africa,Kenya,  
Network for Justice and Democracy,Nigeria,  
Network for Youth Advancement and Peace Foundation,Ghana,  
Network of Citizens against Trafficking (NCAT),India,  
Network of Indonesian Child Labor NGOs (JARAK),Indonesia,  
Network of Sex Work Projects (NSWP),Hong Kong SAR of China,  
Neviv,Netherlands,  
New Creation Home,Malaysia,  
New Horizons Care Centre,Pakistan,  
New Humanity,United States of America,  
New Jersey Association on Correction,,  
New Life Centre Foundation,Thailand,  
New Life De-Addiction Centre,Mauritius,  
New Life Social Services Organization,Afghanistan,  
New Line Social Organization (NLSO),Afghanistan,  
New Mexico Drug Policy Foundation,,  
New Step Pakistan Welfare Organization (NSP),Pakistan,  
"New Times, Kazakhstan",Kazakhstan,  
New World Hope Organization (NWHO),Pakistan,  
New York City Department of Mental Health,,  
"New York Therapeutic Communities, Inc.",,  
New Zealand Drug Foundation (NZDF),New Zealand,  
NGO 4 Life,Montenegro,  
NGO ANCC NCSWT,Thailand,  
NGO Chashmai Hayot,Tajikistan,fazo11@mail.ru
NGO Federation of Nepal (NFN),Nepal,  
NGO for Comprehensive Development of Administrative Integrity (CDAI),Iran (Islamic Republic of),  
NGO-Anti Narcotics Coordinating Center (ANCC),Thailand,  
NGOs Coalition on Child Rights,Pakistan,  
NGOs Computer Literacy Shelter Welfare Rawalpindi Pakistan (NCLSW),Pakistan,  
NGOs Network for Drug Demand Reduction Programme in Nigeria (NNDDR),Nigeria,  
Nia Janam Drug Treatment Center,Pakistan,  
Niger Delta Budget Monitoring Group (NDEBUMOG),Nigeria,  
Nigeria Extractive Industries Transparency Initiative (NEITI),Nigeria,  
Nigeria Labour Congress (NLC),Nigeria,  
Nigeria Network of Non-Governmental Organization (NNNGO),Nigeria,nnngo@nnngo.org
Nigeria-Togo Association,Nigeria,amingow@yahoo.com
Nigerian Centre for Research and Documentation (NICERDOC),Nigeria,  
Nigerian Organization for Drug Abuse & Crime Prevention,Nigeria,  
Nigerian Youth against Crime and HIV/AIDS (NYACHAS),Nigeria,  
Nirnaya (NR),Nepal,  
No Corruption Organization,Iraq,  
No Drugs Association,Seychelles,  
No Drugs Implication Life (NDIL),Bangladesh,  
No to Alcoholism and Narcotic Abuse (NAN),Russian Federation,  
Noavaran Pars,Iran (Islamic Republic of),  
"Non a la Drogue, oui a la Vie",France,info@nonaladrogue.org
Non-Governmental Organization Centre Reto Nadezhda,Russian Federation,  
Non-Violence Project,Switzerland,clem@nonviolence.com
"Nonviolent Radical Party, Transnational and Transparty",United States of America,  
"Norfil Foundation, Inc.",Philippines,  
North West South Africa,South Africa,  
Northern Armed Forces Hospital,Saudi Arabia,  
Northwest Center for Health & Safety,,  
Norway's Catholic Women's Association (NKKF),Norway,  
Norwegian Church Aid (NCA),Norway,  
Norwegian Policy Network on Alcohol and Drugs (Actis),Norway,  
Norwegian Refugee Council,Norway,  
Not For Sale Campaign,United States of America,  
Nour El Shorouk,Saudi Arabia,  
Nova Fronteira- Associacao para a Reabilitacao de Toxicodependentes,Portugal,  
Nova Provenció (Association),Spain,  
Novi Put,Croatia,  
Nucleo de Estudos e Pesquisas em Atencao ao Uso de Drogas (NEPAD/UERJ),Brazil,  
Nucleus of Studies for Aids Prevention from Sao Paulo University (NEPAIDS-USP),Brazil,  
"Nueva Ecija Rehabilitation, Training and Research Center Foundation, Inc.",Philippines,  
Nurses Across the Boarders,Nigeria,  
"Nurul Mukmin Faith Healing, Counselling and Services Centre",Malaysia,  
NY SAHY,Madagascar,  
Nzega Tanzania Deaf Society (NTDS),Tanzania (United Republic of),  
Oasis `Reach For Your Dreams` (OASIS),South Africa,  
Obediah Foundation,Nigeria,  
OBEREG Tomsk Regional Public Organization,Russian Federation,  
Observatoire Burundais des Prisons,Burundi,  
Observatoire de Lutte contre la Corruption et les Malversations Economiques (OLUCOME),Burundi,  
Observatoire Mauritanien de Lutte Contre la Corruption (OMLCC),Mauritania,  
Observatoire National de lutte contre Gabégie et la Corruption (ONLGC),Mauritania,  
Observatorio Hannah Arendt,Venezuela,  
Observatory for the Fight against Corruption in Central Africa (OLCAC),Congo,rgollondo@yahoo.fr
Oceanica,Mexico,  
Odd Squad Productions Society,Canada,  
Odhikar,Bangladesh,  
Odyssey House,Australia,  
Oeuvres Humanitaires pour la Protection et le Develop. de L'Enfant en Difficulte (OPDE),Burundi,  
Olangi Wosho Foundation,Nigeria,  
Ometz Movement,Israel,  
On Eagle’s Wings,South Africa,  
Onkod Relief & Development Organization (ORDO),Somalia,  
OPCION Corporation of Opportunity and Jointly Action,Chile,  
Open Democracy Advice Centre (ODAC),South Africa,  
Open Society Foundation for Albania Soros (OSFA),Albania,  
Open Society Institute - Soros Foundation Network (OSI),United States of America,  
Operation Renewal,Singapore,  
"Opium De-Addiction Treatment, Training and Research Trust",India,  
Oratorio Salesiano Don Bosco (Zapote),Costa Rica,  
Orfanatorio Emmanuel,Mexico,  
Org. for Prevention of Drug Abuse and Trafficking to School Children in Tanzania (PREDAC),Tanzania (United Republic of),  
Organisation Congolaise des Ecologistes et Amis de la Nature (OCEAN),Congo,  
Organisation for Integrity and Prosperity/Split (OIP/Split),Croatia,  
Organisation Internationale Contre l’Esclavage Moderne (OICEM),France,  
Organisation internationale pour la reduction des catastrophes (OIRC),Congo,  
Organisation Nigérienne pour le Développement à la base du Potentiel Humain (ONDPH),Niger,  
Organisme Autonom per a la Societat de la Informacio Foundation (OASI),Malta,  
Organização Beneficente de Recuperacao de Adictos,Brazil,  
Organización Juvenil Revolucionairia de Chavos Banda en Iztapalapa,Mexico,  
Organization Development Project Plan (ODPP),Pakistan,  
"Organization for Community, Continuing Education and Development (NOCEAD)",Viet Nam,  
Organization for Defending Victims of Violence,Iran (Islamic Republic of),  
"Organization for Gender, Civic Engagement and Youth Development (OGCEYOD)",Cameroon,  
Organization for Harm Reduction in Afghanistan (OHRA),Afghanistan,  
Organization for Health and Social Services (OHSS),Afghanistan,  
Organization for Social Development,Pakistan,  
Organization for Social Development and Research (OSDER),Bangladesh,  
Organization for Social Services for AIDS (OSSA),Ethiopia,  
Organization For Socio-Economic & Rural Development (OSERD),India,  
Organization of Islamic Capitals and Cities,Saudi Arabia,  
Organization of the Families of Asia and the Pacific (OFAP),Macao SAR of China,  
ORPHE-SIDA,,  
Österreichischer Bundesverband der Elternkreise,Austria,  
Österreische Apothekenkammer,Austria,  
Osvobojdenie Foundation (“Liberation”),Kazakhstan,  
Oum El Nour,Lebanon,desoyemichel@noos.fr
"Our Lady of Refuge Dangpanan Foundation, Inc.",Philippines,  
Overcomers Children's Home,Kenya,  
Oxfam GB,United Kingdom,  
Ozarenie (Enlightenment) Foundation,Kazakhstan,  
Ozod Ayol / Free Women - Human Rights Society of Uzbekistan,Uzbekistan,  
Pabna UNESCO Club,Bangladesh,  
Pacific Links Foundation (PALS),United States of America,  
Pact Cambodia,Cambodia,  
PACT-Ottawa (Persons Against the Crime of Trafficking in Humans) (PACT),Canada,  
Padco,United States of America,  
PAG-ASA asbl,Belgium,  
Pain & Policy Studies Group (PPSG),United States of America,  
Pains Welfare Trust International,Pakistan,  
Pak Youth Council (National Youth Council),Pakistan,  
Pakistan Community Peace Foundation (PCPF),Pakistan,  
Pakistan Institute of Legislative Development and Transparency (PILDAT),Pakistan,  
Pakistan Rural Workers Social Welfare Organization (PRWSWO),Pakistan,  
Pakistan Society,Pakistan,  
Pakistan Society of Criminology,Pakistan,  
Pakistan Youth Organization,Pakistan,  
Palestinian Family Planning and Protection Association (PFPPA),Palestine,  
Palestinian Youth Association for Leadership and Rights Organization (PYALARA),Palestine,  
Pamardi Siwi,Indonesia,  
Pamoja Trust,Tanzania (United Republic of),  
Pan Africa Agency for AIDS and Drug Abuse,Nigeria,  
Pan African Hazards and Mine Action Foundation (PHAMAF),Kenya,  
Pan African Lawyers Union (PALU),Tanzania (United Republic of),  
Pan African Women's Organization,Angola,  
Pan Pacific & Southeast Asia Women's Association of Thailand (PPSEAWAT),Samoa,  
"Pan-African Society for Rural Development, Sustenance and Social Protection (PASRUDESS)",Nigeria,  
Panhellenic Organization against Narcotics (FEKNE),Greece,  
Papua New Guinea Council of Churches (PNGCC),Papua New Guinea,  
Paramédicos de Catástrofe Internacional (PCI),Portugal,  
Parent Resources Institute for Drug Education (PRIDE International),United States of America,  
Parents Against Drugs Foundation,Kyrgyzstan,  
Parents against Narcotics,Kyrgyzstan,  
Parents contre la Drogue,France,Pangeaglobal@yahoo.com
Parents' Association for Student Development,,  
Parents' Organization Against Drugs,Finland,  
"Parents' Resource Institute for Drug Education, Inc. (PRIDE)",,  
Parole et Action pour le Réveil des Consciences et l’Evolution des Mentalités (PARCEM),Burundi,parcemeurope@yahoo.com
PARSEC Consortium/Parsec Cooperativa Sociale,Italy,  
Participatory Development Training Centre (PADETC),Lao Peop. Dem. Rep.,  
Partners of the Americas,United States of America,  
Partners of the Americas / Associação Brasileira dos Companheiros das Americas (ABCA),Brazil,  
"Partners-Jordan, Centre for Civic Collaboration",Jordan,  
Partnership for a Drug Free America,United States of America,  
Partnership for a Drug Free Nigeria,Nigeria,  
Partnership for Social Development (PSD),Croatia,  
Partnership for Transparency Fund (PTF),United States of America,  
Passion for Sound Mind (PSM),Ghana,  
Pastoral Carceraria Nacional (CNBB),Brazil,  
Pastoral da Sobriedade,Brazil,  
Pasumai Thaayagam (Green Motherland),India,  
Patients Out of Time,,  
PATIM,Spain,  
Pax Christi International,,  
Pax Romana (MIIC-ICMICA),Switzerland,  
Payoke,Belgium,  
Paz y Esperanza,Peru,  
Pdngo,Nigeria,  
Peace and Hope for Youth Development (PHY),Tanzania (United Republic of),  
Peace Campaign Group (PCG),India,  
Peace Family and Media Association (PFMA),Ethiopia,  
Peace Mission,Pakistan,  
Peace Worldwide (PWW),Pakistan,  
Peer Outreach Association Against Drug Abuse (PORADA),Zambia,  
Pemba Press Club (PPC),Tanzania (United Republic of),  
Penal Reform International (PRI),United Kingdom,priamman@penalreform.org
People Against Drug Dependence and Ignorance (PADDI),Nigeria,  
People Center for Development and Peace (PDP),Cambodia,  
People Like Us Kolkata (PLUS),India,  
People's Action For Free & Fair Election (PAFFREL),Sri Lanka,  
People's Addiction Prevention Society Sanandaj Branch,Iran (Islamic Republic of),  
People's Harmonious Development Society,Georgia,  
People's Movement for Drug Prevention,United Kingdom,  
"People's Recovery, Empowerment and Development Assistance Foundation, Inc. (PREDA)",Philippines,  
Perekrestok (Crossroads) Foundation,Kazakhstan,  
Persatuan Pengasih Malaysia,Malaysia,  
Persepolis,Iran (Islamic Republic of),  
PERTAPIS Halfway House,Singapore,  
Pew Charitable Trust,United States of America,  
Pew Environment Group,United States of America,  
Philip Foundation Programme (PFP),Ghana,  
Philippine Council of NGOs Against Drug and Substance Abuse (PHILCADSA),Philippines,  
Philippine Women's Christian Temperance Union (PWCTU),Philippines,  
Phoenix House Foundation,United States of America,  
Pishgaman Salamat Society,Iran (Islamic Republic of),  
Pita,Indonesia,  
Pladao Youth Network,Thailand,  
Plan International,United Kingdom,  
Platform for International Cooperation on Undocumented Migrants (PICUM),Belgium,  
Playing for Peace,United States of America,  
Plays for Living (PFL),United States of America,  
Polokwane Child And Family Care Society,,  
Pomosch Help Foundation,Kazakhstan,  
Poor Foundation,Bangladesh,  
Popular Aid for Relief and Development (PARD),Lebanon,  
Population & Commuinty Development Association (PDA),Thailand,  
Population Council (PC),United States of America,  
Population Health Promotion Associates,Canada,  
Population Rural Development Association (PRDA),Pakistan,  
Population Services International - China (PSI China),China,  
Population Welfare and Empowerment Foundation (POWEF),Nigeria,  
Port Moresby City Mission,Papua New Guinea,  
Portuguese Association for Victim Support (APAV),Portugal,  
Positive Choice,Georgia,  
Positive Help,Kyrgyzstan,  
Positive Livelihood Foundation,Ghana,  
Positive Voice,Nepal,  
Prajwala,India,  
PRANTIK Manobik Unnayon Kendra (PRATNIK),Bangladesh,  
Prayas Bharti Trust (PBT),India,  
Predizviu sa Mladi na Macedonia-Eurasia Teen Challenge,,  
Presbyterian Church - Drug Abuse Education Desk,Kenya,  
Prev-Centrum,Czech Republic,  
Prevención Alto Parana (PREALPA),Paraguay,  
Prevent,Serbia,  
Prevent Human Trafficking Institute (formerly Project Hope International) (PHI),United States of America,  
Prevention and Community Development Department of Social Development,South Africa,  
Prevention and Community Development Zambia,Zambia,  
Prevention of Aids and Drug Abuse Foundation (PADAF),Ghana,  
